p	form_index	Kmax	min_k	represented_ks	count	k	status	decision	nodes	witness	value	gcd	method
83	119	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	63	[2, -3, 2, -6, -4]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	120	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	120	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	120	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	120	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	15	[1, -2, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	120	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[-1, -3, -2, -1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	120	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	7	[0, -5, -4, -3, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	121	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	121	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	121	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, 0, 0, 0, -1]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	121	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	9	[1, 0, 0, 0, -2]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	121	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	61	[2, 2, 1, 1, -4]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	121	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	89	[-2, 1, -2, 1, -8]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	122	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	122	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	122	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	7	[0, 1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	122	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	21	[-1, 1, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	122	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[0, 0, -1, 0, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	122	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	9	[1, -2, -2, 0, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	123	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	123	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	123	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	7	[0, 1, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	123	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	7	[-1, 0, 0, -2, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	123	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	23	[-1, 1, 0, -3, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	123	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	38	[1, 5, -1, -3, -3]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	124	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	124	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	124	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	8	[0, 1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	124	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	7	[0, -1, 0, -2, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	124	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[-1, 0, 1, -4, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	124	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[-1, -1, 1, -8, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	125	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	125	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	125	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	14	[-1, -1, 0, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	125	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	14	[0, -1, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	125	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[-1, 1, -1, 0, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	125	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	10	[-2, 3, -2, 0, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	126	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	126	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	126	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	13	[-1, -1, 0, 1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	126	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[-3, -2, -1, 1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	126	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	21	[-6, -4, -1, 1, 1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	126	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	32	[-13, -2, -3, 3, 4]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	127	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	127	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	127	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	9	[0, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	127	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	14	[0, -2, -1, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	127	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[-1, 0, 0, 1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	127	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	17	[-1, -2, 1, 2, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	128	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	128	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	128	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, -1, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	128	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[0, -1, 0, -2, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	128	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[2, -1, 1, -2, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	128	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	9	[4, -2, 1, -4, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	129	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	129	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	129	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	7	[1, -1, 0, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	129	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	30	[-2, -2, 1, -1, 1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	129	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[-1, -5, 1, -2, 1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	129	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	10	[1, -11, 4, -1, 4]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	130	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	130	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	130	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[-1, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	130	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	144	[-1, -2, -2, 1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	130	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	13	[-1, -2, -4, 0, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	130	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	15	[-2, 0, -3, 2, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	131	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	131	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	131	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[-1, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	131	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[-1, -1, -1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	131	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[-1, 0, -1, 0, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	131	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[-1, -1, -1, -1, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	132	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	132	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	132	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	8	[0, 1, -1, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	132	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	87	[0, -2, -1, -2, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	132	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[0, -1, -4, -3, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	132	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[1, 0, -6, -2, -3]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	133	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	133	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	133	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, -1, -1, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	133	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	19	[-2, 0, -2, -1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	133	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	9	[-2, -2, -5, -2, 0]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	133	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[-2, -6, -11, -6, 2]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	134	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	134	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	134	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[-1, -1, 0, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	134	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	19	[-1, -2, 0, -1, 1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	134	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	8	[1, -4, -3, -2, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	134	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[-2, -9, -4, -3, 0]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	135	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	135	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	135	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	20	[0, 1, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	135	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[-2, -2, 0, 1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	135	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[0, -1, 0, 1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	135	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	7	[-1, -2, 0, 4, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	136	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	136	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	136	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, -1, -1, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	136	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	13	[-1, -2, -2, -2, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	136	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	13	[-1, -5, -4, -2, 0]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	136	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	10	[-4, -11, -5, -5, 0]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	137	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	137	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	137	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, -1, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	137	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	20	[0, -1, 1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	137	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[0, 0, -2, -1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	137	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[3, 0, -3, 2, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	138	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	138	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	138	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[-1, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	138	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[-1, 0, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	138	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	29	[-1, 2, 0, -2, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	138	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[-2, -1, -3, -4, -4]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	139	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	139	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	139	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[-1, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	139	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	64	[-3, 0, 0, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	139	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[-1, 0, 0, 0, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	139	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	10	[-1, -1, 0, 0, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	140	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	140	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	140	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	140	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	53	[0, -2, 1, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	140	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	17	[-4, -1, 1, 0, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	140	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[-2, 0, -2, -2, -5]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	141	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	141	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	141	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	13	[-2, -1, 0, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	141	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	40	[-2, -1, 2, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	141	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	17	[0, 1, 2, -3, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	141	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	13	[3, 0, 4, -7, -1]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	142	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	142	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	142	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[0, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	142	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	37	[0, -2, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	142	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	15	[3, 2, -3, -2, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	142	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	10	[4, 0, -2, -2, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	143	5	1	[1, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	143	5	1	[1, 3, 4, 5]	4	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	143	5	1	[1, 3, 4, 5]	4	2	NOT_FOUND	NO_EXACT	28		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
